gene,gene_name,zscore,effect_size,pvalue,var_g,n_snps_used,n_snps_in_model,pred_perf_r2,pred_perf_pval
ENSG00000164068.15,RNF123,7.321,53.807629795509705,2.461298398573124e-13,0.01851198926515198,1,1,,
ENSG00000005483.20,KMT2E,-6.556770167168693,-99.87191731517507,5.498565765926909e-11,0.004310157562671702,2,2,,
ENSG00000164078.12,MST1R,6.429999999999999,18.940434794271297,1.276039453308951e-10,0.11525029801495551,1,2,,
ENSG00000004534.14,RBM6,-6.218,-13.730350721879029,5.035315607279229e-10,0.2050870196046482,1,2,,
ENSG00000166896.7,ATP23,6.20767246223944,6.138642543793859,5.377508141657998e-10,1.0226167409591822,2,2,,
ENSG00000265055.1,AC145343.2,6.000808568864418,43.008716261860584,1.963373547129422e-09,0.01946733873058908,2,2,,
ENSG00000101017.13,CD40,-5.942693653458871,-19.75413934729126,2.803761208372095e-09,0.09050039189207743,2,2,,
ENSG00000111707.11,SUDS3,5.869,28.18813999217094,4.384314372315153e-09,0.04335062663977398,1,1,,
ENSG00000275409.1,RP11-131L12.4,-5.668,-11.2331481842771,1.4447396573862867e-08,0.25459900798628626,1,1,,
ENSG00000001617.11,SEMA3F,-5.651,-46.27431590994691,1.5951709164074738e-08,0.014913191694233137,1,1,,
ENSG00000185294.6,SPPL2C,5.527000000000001,3266.027814434217,3.257529613489532e-08,2.8637768310896033e-06,1,1,,
ENSG00000204444.10,APOM,5.484,52.672042179287025,4.1581476934334846e-08,0.01084013219112977,1,2,,
ENSG00000275759.1,RP11-131L12.3,-5.482515031122878,-5.5774388036040214,4.1932136017274335e-08,0.9662511735089259,2,2,,
ENSG00000108651.9,UTP6,5.448,17.80941175852279,5.0939358360049055e-08,0.0935782776912358,1,2,,
ENSG00000204427.11,ABHD16A,5.445,1218.2115335703309,5.180538562953246e-08,1.9977923893537767e-05,1,1,,
ENSG00000182481.8,KPNA2,-5.391,-43.47330916932012,7.006667473894664e-08,0.015377766569701815,1,1,,
ENSG00000234127.8,TRIM26,-5.232,-20.550335217285237,1.676857507908527e-07,0.06481830195907184,1,2,,
ENSG00000007402.11,CACNA2D2,-5.215,-77.87317694290206,1.838172351768869e-07,0.004484694253600401,1,1,,
ENSG00000196628.15,TCF4,-5.184,-413.0048054083285,2.1717693213006297e-07,0.00015755049649309827,1,1,,
ENSG00000049449.8,RCN1,5.161,717.0849245597702,2.4563418022666345e-07,5.17996151932157e-05,1,1,,
ENSG00000164076.16,CAMKV,5.161,162.67689442660352,2.4563418022666345e-07,0.0010065050824895237,1,1,,
ENSG00000244731.7,C4A,5.132545178397551,6.6546692208902805,2.8585008352083317e-07,0.594857053242397,2,2,,
ENSG00000059691.11,GATB,-5.1279306719326865,-18.729693497568398,2.9294427257412805e-07,0.07495885588953041,3,3,,
ENSG00000165379.13,LRFN5,-5.033,-1187.790139024228,4.828631263628197e-07,1.7954546077206868e-05,1,1,,
ENSG00000138442.9,WDR12,5.028,50.04941529349294,4.956218763696458e-07,0.010092355074785172,1,1,,
ENSG00000170445.12,HARS,5.021586885948988,51.78309004052496,5.124631249690696e-07,0.009403857469648651,2,2,,
ENSG00000100890.15,KIAA0391,5.018558104537996,23.941375143479743,5.206074786802085e-07,0.04393996735769115,2,2,,
ENSG00000163596.16,ICA1L,5.009,27.731300166891977,5.471357320683248e-07,0.03262583233070541,1,2,,
ENSG00000139734.17,DIAPH3,-4.961923124813679,-22.937925768671054,6.979862238809198e-07,0.04679417307313546,2,3,,
ENSG00000233822.4,HIST1H2BN,4.923,33.46404514140549,8.522745262239067e-07,0.021642269297373156,1,1,,
ENSG00000204410.14,MSH5,4.920638563453612,59.19537817515769,8.626230328340053e-07,0.00690982952586296,2,2,,
ENSG00000196812.4,ZSCAN16,4.913,26.55777814483984,8.969327693738736e-07,0.03422236752564574,1,1,,
ENSG00000204394.12,VARS,-4.884,-62.44290401484027,1.0395507426151636e-06,0.00611765702747938,1,1,,
ENSG00000250120.6,PCDHA10,-4.878,-14.90232653536213,1.0716692497576477e-06,0.10714587142927143,1,1,,
ENSG00000233276.3,GPX1,4.825572844996892,14.176157649791826,1.3960142710759459e-06,0.11587258170210478,2,2,,
ENSG00000173611.17,SCAI,4.815,133.35108622510114,1.4719989017171589e-06,0.001303765449033184,1,1,,
ENSG00000168273.7,SMIM4,-4.806304825066805,-168.6450784657151,1.5374542960095917e-06,0.0008122229912018639,2,2,,
ENSG00000138030.12,KHK,-4.786,-33.10114578283517,1.7013805595431588e-06,0.020905441058069133,1,1,,
ENSG00000137944.17,KYAT3,-4.777,-6.559936926339477,1.7792977376187614e-06,0.5302872133535846,1,1,,
ENSG00000132026.13,RTBDN,-4.754,-76.54976708516406,1.994310365747151e-06,0.0038568309850778183,1,1,,
ENSG00000103227.18,LMF1,4.750235409893323,7.12590162096093,2.0317998170578844e-06,0.444376026122431,2,3,,
ENSG00000112812.15,PRSS16,-4.739,-847.1804665039108,2.147755045224504e-06,3.129115184617494e-05,1,1,,
