gene,gene_name,zscore,effect_size,pvalue,var_g,n_snps_used,n_snps_in_model,pred_perf_r2,pred_perf_pval
ENSG00000186470.13,BTN3A2,6.220613682847454,4.543414149212635,4.952141025980148e-10,1.8745706379193865,3,3,,
ENSG00000162971.10,TYW5,-5.044123778257774,-9.772913662334277,4.5560431060495484e-07,0.26639332977347197,2,2,,
ENSG00000180596.7,HIST1H2BC,-5.016575929637505,-105.98874483628437,5.260049385807742e-07,0.0022402437885257207,1,1,,
ENSG00000178252.17,WDR6,4.707835633620745,11.827429047296022,2.5036084295921667e-06,0.15843892267912207,2,2,,
ENSG00000101104.12,PABPC1L,4.705307316569556,15.674554688566728,2.5348381805945077e-06,0.09011260911826316,1,1,,
ENSG00000197062.11,ZSCAN26,4.676775720855353,6.7021796742828235,2.9142068210039815e-06,0.4869237455690334,3,3,,
ENSG00000145388.14,METTL14,-4.546779806920391,-10.343450239400982,5.4472935501545835e-06,0.1932310821893734,2,2,,
ENSG00000185909.14,KLHDC8B,4.5393726362998805,51.828538481300306,5.642184828997989e-06,0.007671031147112081,2,2,,
ENSG00000173611.17,SCAI,-4.519250698778723,-932.8963135234883,6.205887507805442e-06,2.3467461491507136e-05,1,1,,
ENSG00000167595.14,PROSER3,-4.47029038216308,-30.651477296934537,7.811346899147596e-06,0.021270056736150678,2,2,,
ENSG00000261126.7,RBFADN,-4.468768591848929,-5.31767909335153,7.867118321771805e-06,0.7062061271494386,2,3,,
ENSG00000150961.14,SEC24D,4.237999025244965,76.09686619921193,2.2552074822360462e-05,0.003101616945099626,1,1,,
ENSG00000204410.14,MSH5,4.220192081710183,27.424893179289306,2.4409425057701747e-05,0.023679610104748925,2,2,,
ENSG00000166913.12,YWHAB,4.218151947688795,29.088056792061497,2.4631281690868583e-05,0.02102882568646912,2,2,,
ENSG00000112343.10,TRIM38,-4.217903371271486,-244.4554067817851,2.465844414383678e-05,0.00029771036679419514,2,2,,
ENSG00000267795.5,SMIM22,4.082436412179894,7.342529762595706,4.456600810387724e-05,0.30913446496753794,2,2,,
ENSG00000140623.13,SEPT12,4.044578334755437,3.2417022886784874,5.241738027128916e-05,1.556683231020501,3,3,,
ENSG00000103522.15,IL21R,-4.041757667274503,-7.475484843906039,5.3052043241938946e-05,0.29232220846149776,1,1,,
ENSG00000151150.21,ANK3,4.037657699103656,6353.78206405959,5.398755158375475e-05,4.0382608365328143e-07,1,2,,
ENSG00000055955.15,ITIH4,-4.035417391573708,-6.166250120241446,5.45053147205035e-05,0.42828675995768645,2,3,,
ENSG00000004776.12,HSPB6,4.020042644855796,118.89308338089647,5.8187607668855444e-05,0.0011432682422758903,1,1,,
