gene,gene_name,zscore,effect_size,pvalue,var_g,n_snps_used,n_snps_in_model,pred_perf_r2,pred_perf_pval
ENSG00000173611.17,SCAI,5.34253594068291,58.703127031869045,9.165519111287634e-08,0.008282709559379582,2,2,,
ENSG00000100403.11,ZC3H7B,5.110389479963924,37.73954216855355,3.214953402476966e-07,0.018336428372069127,2,3,,
ENSG00000101104.12,PABPC1L,5.082168899019516,8.985549807448757,3.731493815098914e-07,0.3198960492893988,2,2,,
ENSG00000158691.14,ZSCAN12,-4.753940730780436,-168.40498368134405,1.994895412754952e-06,0.0007968886597653813,1,1,,
ENSG00000178252.17,WDR6,4.692399172604462,10.989665911292885,2.70019622064098e-06,0.18231437760334623,2,2,,
ENSG00000185909.14,KLHDC8B,4.629523100979416,51.727235141663535,3.665088390242573e-06,0.008010026995012666,2,2,,
ENSG00000182134.15,TDRKH,4.615327507328995,28.44333996134185,3.924759007357695e-06,0.02632957593788723,2,2,,
ENSG00000145388.14,METTL14,-4.527654523444341,-11.263067601853018,5.964198542824053e-06,0.16159695789129816,2,2,,
ENSG00000186470.13,BTN3A2,4.458786175925523,4.729374475970781,8.242509510852813e-06,0.8888446967264377,2,2,,
ENSG00000101017.13,CD40,-4.229264952666616,-12.000773231805217,2.3445609238564576e-05,0.12419706368558434,3,3,,
ENSG00000100372.14,SLC25A17,4.211275222267257,164.15500926678124,2.5393314428116728e-05,0.0006581410355919499,1,1,,
ENSG00000104866.10,PPP1R37,-4.203425437166892,-35.17216848218482,2.6290578168015553e-05,0.01428263725844695,2,2,,
ENSG00000150961.14,SEC24D,4.112915893269884,49.15689541618711,3.906927550567316e-05,0.007000527469050135,1,1,,
ENSG00000156599.10,ZDHHC5,-4.108490504956852,-54.417183657010234,3.982535748710763e-05,0.005700230961300717,1,2,,
ENSG00000261126.7,RBFADN,-4.090669630066891,-5.906126249409738,4.3012947752403834e-05,0.47971506863420055,1,3,,
ENSG00000151150.21,ANK3,4.037657699103656,5723.912886480446,5.398755158375475e-05,4.975915135853314e-07,1,2,,
ENSG00000004776.12,HSPB6,4.03414924192487,161.90456158944806,5.4800481600487114e-05,0.0006208486648946337,2,2,,
ENSG00000166913.12,YWHAB,4.032786111135001,25.12657371129286,5.511944416526932e-05,0.02575987990636786,2,2,,
ENSG00000167595.14,PROSER3,-4.020042644855796,-23.90674175975248,5.8187607668855444e-05,0.02827616710750466,1,1,,
ENSG00000101546.12,RBFA,3.9924873946258916,11.291955336751714,6.538380969745038e-05,0.1250111653974368,1,2,,
ENSG00000164078.12,MST1R,-3.949549421312344,-8.6231295680914,7.829844390591443e-05,0.20978057997873864,2,2,,
ENSG00000235109.7,ZSCAN31,-3.9295481898550473,-5.147661423032422,8.510562017160818e-05,0.582727199143239,2,2,,
ENSG00000008300.16,CELSR3,3.901858573188291,196.3508953175491,9.545692677427705e-05,0.00039489103655417524,1,1,,
ENSG00000086544.2,ITPKC,-3.897532850042461,-17.369998037815616,9.717764367993994e-05,0.05034774568205731,1,2,,
ENSG00000204540.10,PSORS1C1,3.8545685127442306,4.685199648392085,0.00011593391520688898,0.6768545220629822,3,3,,
ENSG00000144229.11,THSD7B,-3.850183749278223,-25.41358096369466,0.00011802924250499317,0.022952562774121478,1,1,,
ENSG00000136444.9,RSAD1,-3.8304970228818647,-15.195664505014282,0.0001278846807416379,0.06354346093984595,1,2,,
ENSG00000100395.14,L3MBTL2,3.8229418617450786,20.90544592180409,0.00013186888040453722,0.03344078899511685,2,3,,
ENSG00000183346.6,C10orf107,-3.7844756362657783,-3.3201832178164077,0.0001540329954151142,1.2992338505004375,2,3,,
ENSG00000130175.9,PRKCSH,3.780736688941294,21.636032297967052,0.0001563649833510969,0.030534978702098654,1,2,,
ENSG00000116852.14,KIF21B,-3.763197181206962,-21.595508463195166,0.0001677548277237075,0.030365964620766912,2,2,,
ENSG00000232098.3,CTD-2619J13.14,-3.758141771417685,-17.625686926710145,0.00017117988906669866,0.04546259432034113,1,2,,
ENSG00000197062.11,ZSCAN26,3.744356589825952,5.247584674613298,0.00018085664230535259,0.509137977590311,3,3,,
ENSG00000213533.11,TMEM110,-3.725888621025325,-17.938711189295784,0.0001946283365288668,0.043139713929566136,1,2,,
ENSG00000161896.11,IP6K3,3.690842105679752,25.47599422461431,0.00022351285526435907,0.020988850270737335,2,2,,
ENSG00000047578.12,KIAA0556,-3.68396123025998,-54.382456078472295,0.00022963718384911018,0.004588940921735044,1,1,,
ENSG00000134371.10,CDC73,3.6783093616373352,84.49639930586258,0.0002347850810342286,0.001895047498973355,1,1,,
ENSG00000245156.1,RP11-867G23.3,3.6759836298305606,219.99658831111083,0.00023693471658807876,0.00027919989178774174,1,2,,
ENSG00000077235.17,GTF3C1,3.674425923609953,227.6088355427169,0.0002383847904337989,0.0002606158104830329,1,1,,
ENSG00000231690.2,LINC00574,-3.6634126090138976,-5.63473315509912,0.0002488771524840282,0.4226929105922533,3,3,,
ENSG00000117280.12,RAB29,3.648339568401685,14.849698409677833,0.00026394063969441804,0.06036083513887938,1,2,,
ENSG00000244731.7,C4A,3.6435121474456005,5.2908707354750355,0.00026894295338414473,0.474226852049491,3,3,,
ENSG00000204463.12,BAG6,3.641041444145721,3.5019171519082506,0.00027153741691794193,1.081034389769234,3,3,,
ENSG00000153246.12,PLA2R1,-3.631067090683115,-35.714754253041356,0.00028225179314381274,0.010336492989718333,2,2,,
ENSG00000204444.10,APOM,3.6290192121836204,40.072859540750805,0.0002845000693512715,0.00820120875120005,1,2,,
ENSG00000239467.5,AC007405.6,3.6211512979752287,11.31378999447855,0.00029329492254201884,0.10244177981385769,1,1,,
ENSG00000183160.8,TMEM119,3.619131060001717,3432.2889171991674,0.00029559391328719015,1.1118365458358017e-06,1,1,,
ENSG00000236403.1,RP11-447M12.2,-3.615000500835647,-404.821631954149,0.00030034704103878106,7.974239973049242e-05,1,1,,
ENSG00000204410.14,MSH5,3.604114009949289,28.0398930125864,0.0003132195530781798,0.016521304548043972,1,3,,
ENSG00000213719.8,CLIC1,3.603922808394174,41.0486272427951,0.00031345018377861055,0.007708212607748596,2,2,,
ENSG00000103510.19,KAT8,-3.58474986938176,-7.776964178422485,0.00033740140900192286,0.21246995117138895,3,3,,
ENSG00000108559.11,NUP88,3.5750435421333804,8.628359244834705,0.00035016961357621046,0.17167467490778804,2,2,,
ENSG00000258636.1,CTD-2298J14.2,-3.551979499399707,-27.298671558195164,0.0003823446483577828,0.016930035716630692,1,1,,
